comment,raw_score,length,normalized_score,class
"We can be goh one shot one catch,<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😆"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f606.png"">",0,8,0.0,neutral
PLEASE BE ON ALL PLATFORM,0,5,0.0,neutral
YouTube check,0,2,0.0,neutral
So what Anime will they make our of this game ?,0,11,0.0,neutral
Please include Red,0,3,0.0,neutral
SINNOH. THE REGION THAT STARTED IT ALL. Team ROWLET,0,9,0.0,neutral
maybe if this game gets a sequel it'll take place in the far future,0,14,0.0,neutral
Why no one talking about the blue ryhorn.,-1.0,8,-0.125,negative
Ironic how the past is the most advanced.,0,8,0.0,neutral
"World is so...empty<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🙄"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f644.png"">",0,3,0.0,neutral
This game needs to be released ASAP,0,7,0.0,neutral
"the city looks dead, why they not open world ( meet people each)",0,12,0.0,neutral
Bhai iski link kab milagi,0,5,0.0,neutral
Better be able to use Pokeball Plus,0,7,0.0,neutral
Finally... VOICE ACTING in pokemon games,0,6,0.0,neutral
Chingling,0,1,0.0,neutral
"Im happy, but still so SO confused",1.0,7,0.14285714285714285,positive
Looks familiar with genshin impact,0,5,0.0,neutral
Is it online?,-1.0,3,-0.3333333333333333,negative
Pokémon fan base is the most toxic I’ve ever come across damn,0,12,0.0,neutral
In 2021 this graphic is not acceptable,0,6,0.0,neutral
How much Unity gettin out of this?,0,7,0.0,neutral
If only it was on ps5,0,6,0.0,neutral
Is tha a game or series .!,0,7,0.0,neutral
It’s like Dragonball: KAKAROT,1.0,4,0.25,positive
So you just wait till the Pokemon do something in battle or....?,0,12,0.0,neutral
"Can we legally catch Arceus now? <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😄"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f604.png"">",0,7,0.0,neutral
25 years finaly they understand what we really want from a pokemon game,0,13,0.0,neutral
So Medieval times then?,0,4,0.0,neutral
whoever came up with this concept was so high,0,9,0.0,neutral
Walmart Ghost of Tsushima,0,4,0.0,neutral
The Pokeballs must be made from Apicorns.,0,7,0.0,neutral
New pokepark game when?,0,4,0.0,neutral
Is this gen 9?,0,4,0.0,neutral
Graphics in Pokemon nowadays look like a fan game made in 2012,1.0,12,0.08333333333333333,positive
Le trailer il a des graphisme à la zelda breath of the wild non ? il y a que moi qui pense ça ?,0,24,0.0,neutral
Cyndaquil!!!,0,1,0.0,neutral
Looks like Far Cry’s fangs for hire gimmick crossed with legend of zelda crossed with pokemon.,1.0,16,0.0625,positive
Still waiting on a game with all the regions... :|,0,10,0.0,neutral
When you catch an onix the other onix around it should come and beat the living hell out of you.,0,20,0.0,neutral
How are u supposed to get aipom and all the Pokémon in the tree if we don’t get tms,0,19,0.0,neutral
"Who did they get to do the voice acting, Google Translate?",0,11,0.0,neutral
What they need to do is give wildcard a chance at making a pokemon game,0,15,0.0,neutral
so is this the story of where the pokball was made cus if so sigh me up,0,17,0.0,neutral
Link better be in this game,0,6,0.0,neutral
Mega evolution?,0,2,0.0,neutral
"Please have the option of first person <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f605.png"">",0,8,0.0,neutral
I’m getting flashbacks from breath of the wild,0,8,0.0,neutral
So anyone who studied SWSH and looked at this has it upgraded much?,0,13,0.0,neutral
so wait how are there cyndaquils and oshawotts here if it takes place in the sinnoh past?,0,17,0.0,neutral
Pokemon fans are never happy,1.0,5,0.2,positive
"The Gam Lags, whyyyy",0,4,0.0,neutral
an open world pokemon game would be the best thing to hapen seinced sliced bread,1.0,15,0.06666666666666667,positive
Fodastico,0,1,0.0,neutral
I’ll be interested if there is actual epic story mode,1.0,10,0.1,positive
"they have the tools to make a awesome multiplayer Pokemon game but they f*<span class="""" dir=""auto"" style=""font-weight: 500;"">***",1.0,14,0.07142857142857142,positive
pokemon free roammmm,0,3,0.0,neutral
so to heal pokemon is to bake them then?,0,9,0.0,neutral
They need to do a rangers game???,0,7,0.0,neutral
"Imagine if this graphics was in brilliant diamond and shining pearl <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😗"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f617.png"">",0,12,0.0,neutral
When Arceus will debut in pokemon go?,0,7,0.0,neutral
Trying to be all ancient and old but they still have super advanced Pokeball technology,0,15,0.0,neutral
"Nintendo did it, they hired the unreal engine man",0,9,0.0,neutral
Breath of the Wild + pokemon = this game,0,9,0.0,neutral
The only thing that looks off to me is other people. It feels more like a minecraft world rather than a world where cities exist and other pokémon trainers can challenge you,1.0,32,0.03125,positive
Ok this is cool and all but honestly it would of been better it was set in the present instead,1.0,20,0.05,positive
Oh no,-1.0,2,-0.5,negative
The combat appears to be turn based. Does anybody else think that might ruin immersion?,0,15,0.0,neutral
"When you catch arceus, then delay the development of civilization and break the future:(Also, where did all of the Trainer Battles go?)",0,22,0.0,neutral
"Nice they are using classic gameboy graphics. <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🙈"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f648.png"">",1.0,8,0.125,positive
"Listen, if fans keep their expectations high for a perfect Pokémon game then nobody will ever be happy. This looks like a huge improvement over Sword and Shield, and a lot more creative too.",3.0,34,0.08823529411764706,positive
yeah it better deliverred,0,4,0.0,neutral
IT WOULD BE JS LIKE SWORD SHIELD DIAMOND PEARL ETC....,1.0,10,0.1,positive
"Damn. So Brilliant Diamond and Shining Pearl look like they'll be the last true ""fight eight gyms and beat the evil team in a linear story"" Pokemon games if this does well.",1.0,32,0.03125,positive
Cyndaquill esa no es tu familia sal de ahí!,-1.0,9,-0.1111111111111111,negative
Wait the characters designs before on the overworld were chibi's? Always has been          proceeds to throw pokeball,0,17,0.0,neutral
"The weird thing is, starters are seen as species that were recently discovered, or rare Pokémon. And in this, they’re roaming in the wild. <span class="""" dir=""auto"" style=""font-weight: 500;"">what",0,25,0.0,neutral
Why does this look like its running on a gamecube....I hope the graphics get better on release,1.0,17,0.058823529411764705,positive
Why is the music so depressing,0,6,0.0,neutral
Is it a game or a movie?,0,7,0.0,neutral
The breath of the wild sequel is looking great,1.0,9,0.1111111111111111,positive
"2004 graphics but hey, its nintendo",0,6,0.0,neutral
"Should've made this like Pokemon Past and then make Pokemon Future.  Make a pokemon game that is completely different from another one.  For example, changing the contents of pokemon shield from the sword version, like changing gym leaders, creating new champions, changing places.",0.5,43,0.011627906976744186,positive
This is just Pokémon snap and legend of Zelda combined,0,10,0.0,neutral
"this should be the right logic, pokemon walk freely in their habitat, and player hide in the grass to catch them, except for the type where actually stay on the grass,",0,31,0.0,neutral
Pokémon Hokkaido,0,2,0.0,neutral
they’re releasing this and the gen 4 remakes at the same time as punishment so ya’ll would stop asking,0,19,0.0,neutral
Pokémon legend of zelada is not real it can’t hurt you  game:,0,11,0.0,neutral
Depression,0,1,0.0,neutral
The concept looks great but omg these graphics look like look it was designed for a gamecube.,2.0,17,0.11764705882352941,positive
This game trailer makes me doubt that BOTW 2 on Switch will run same as BOTW on Wii U,0,19,0.0,neutral
"Please have multiplayer <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🙃"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f643.png"">",0,4,0.0,neutral
Which game,0,2,0.0,neutral
"So that’s how you fight with Pokémon in this game???<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f602.png"">",0,10,0.0,neutral
Pokémon: Breath of the Arceus,0,5,0.0,neutral
"so its made by indie developers, right?",0,7,0.0,neutral
POURQUOI ?!,0,2,0.0,neutral
Who’s here for No.1 Sentai Gozyuger?,0,6,0.0,neutral
so where will you play this game? Nintendo?,0,8,0.0,neutral
"Embore it’s your time to shine baby <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🥵"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f975.png"">",0,8,0.0,neutral
Pokemon vs DokeV ?,0,4,0.0,neutral
Graphics update. Frame rate patch. PLEASE do not let Pokémon die,0,10,0.0,neutral
Could it be a pokemon game that's not just two games witch means a pokemon game with no version exclusives!?,-1.0,19,-0.05263157894736842,negative
Pokemon genshin,0,2,0.0,neutral
"Honestly would love it if the game allows trainers to be the ones fighting pokemon.Always loved the idea of actually just fighting the pokemon yourself, maybe given a staff or a club, maybe even just a bare knuckle brawl.edit: Pokemon battles really should be switching your perspective to the pokemon and letting you control them directly, might be asking a bit much of game freak there bc of how many pokemon you can play with, but that would be more fun imho than what this looks like.",3.0,87,0.034482758620689655,positive
So it's an open world let's go?,0,7,0.0,neutral
Wait.. why Rowlett and Cyndaquil? Where are Chimchar and Turtwig?,0,10,0.0,neutral
… is multiplayer available for this???,0,6,0.0,neutral
genshin impact 2 type beat,0,5,0.0,neutral
basically if zelda breath of the wild was pokemon.,0,9,0.0,neutral
"Let's be real Pokemon Is never ending<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤣"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f923.png"">",0,7,0.0,neutral
pokemon looks like genshin,1.0,4,0.25,positive
Sad Fact: Hisuian Variants are extinct..,0,6,0.0,neutral
Legend of Pokémon: Breath of The Pikachu,0,7,0.0,neutral
1 objective get garchomp,0,4,0.0,neutral
THIS WAS 8 MONTHS AGO????,0,5,0.0,neutral
pokemon go / zelda?,0,4,0.0,neutral
Release 2009?,0,2,0.0,neutral
Shut up &amp; take my money,0,6,0.0,neutral
Pokemon: Genshin Impact KeK,0,4,0.0,neutral
We stan Oshawott,0,3,0.0,neutral
Anyone else feel it should be piplup instead of ochawatt,0,10,0.0,neutral
Almost all Pokemon should be bigger in this game cause almost all ancient animals were really big and the extinct pokemon should be wild pokemon since this is ancient Sinnoh and some pokemon should also get ancestral forms.,0,38,0.0,neutral
hello breath of the wild so... what happened to the bekobins oh wait its frwicking rowlet,0,16,0.0,neutral
What’s that for graphics tho tf,0,6,0.0,neutral
the fighting looks alot like pixelmon for minecraft,1.0,8,0.125,positive
Artstyle reminds me of Okami.,0,5,0.0,neutral
Look like zelda brehat of the wild,1.0,7,0.14285714285714285,positive
"please give us the three lake legendaries they are so slept on <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🥺"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f97a.png"">",0,13,0.0,neutral
Ok y that map  on book looks like upside down india map,1.0,12,0.08333333333333333,positive
"Why are the models looking like that tho <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""💀"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f480.png"">",1.0,9,0.1111111111111111,positive
Why not infernape instead of typhlosion?? :( or piplup instead of oshawott,0,11,0.0,neutral
Wheres the English drip at?,0,5,0.0,neutral
"Plz plz plz plz put it on pc. Even if it’s more <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😩"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f629.png"">",0,13,0.0,neutral
If there's no new Final Evolution for those Three Starters Especially Oshawott.. I'm going to be disappointed,-1.0,17,-0.058823529411764705,negative
They used assets from kitbash3d?,0,5,0.0,neutral
botw pokemon game poggers,0,4,0.0,neutral
Just like monster hunter but its pokemon,1.0,7,0.14285714285714285,positive
"Shen will we get a pokemon legends Kyreum ?<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😒"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f612.png"">",0,9,0.0,neutral
30 fps rodando em uma calculadora.,0,6,0.0,neutral
It looks like its about to crash,1.0,7,0.14285714285714285,positive
So.... gyms or no?,-1.0,4,-0.25,negative
"Look Nintendo you have the money and capacity to make this the best there ever was, please please please make this what it needs to be :)",1.0,27,0.037037037037037035,positive
This looks terrible,-1.0,3,-0.3333333333333333,negative
This is a great concept but the game looks like it's still in the early stages and they are coming up with ideas. How on EARTH is this game going to be ready in 8 months? It still looks concept phase,2.0,41,0.04878048780487805,positive
"Still not 100% sold on it. But, it’s a step in the right direction.Maybe I’ve outgrown the franchise. Or perhaps it’s lackluster release, after lackluster release that killed it for me.",0,30,0.0,neutral
framerate looking eehhhhhh,0,3,0.0,neutral
This combined with pokken would be a BA game,0,9,0.0,neutral
Kanto - Small townsJohto - TowersHoenn - ForestsSinnoh - MountainsUnova - CavesKalos - CitiesAlola - BeachesGalar - Countryside,0,18,0.0,neutral
Ill pick rowlet,0,3,0.0,neutral
Why so bad graphic?,-1.0,4,-0.25,negative
"Hopefully they have Bandai Namco make most of it so it doesn't look like it should be on the ps2 <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""🤷🏼‍♂"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f937_1f3fc_200d_2642.png"">",1.0,21,0.047619047619047616,positive
"So this is just like gleaming crystals or the other version of shining diamond and brilliant pearl nintendo is upping their game <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""👍🏻"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f44d_1f3fb.png"">",1.0,23,0.043478260869565216,positive
"If they don’t make an increased difficulty setting, these games are way too easy",0,14,0.0,neutral
I'm disappointed...no pokemon stampede or startled pokemon charging at you.,0,10,0.0,neutral
"The game isn't running bad look at the way it moves around the characters, the character animation is just non-interpolated to look like anime, a lot of games do that as a stylistic effect.",0.0,34,0.0,neutral
This just looks so depressing compared to pearl abyss’ dokeV,0,10,0.0,neutral
Wish they would go all in and let us play as the Pokémon with some kind of Kingdom Hearts esque combat system. Make levels mean something so it’s engaging and meaningful,0,31,0.0,neutral
"Horrible textures, Pokemon moving at 3fps, Pokemon standing in one spot doing absolutely nothing, and a barren overworld. This looks like a cheap asset flip you'd find on Steam Greenlight. And people call Ubisoft lazy.",-1.0,35,-0.02857142857142857,negative
Why so much Hate? This isnt even the final product.,-1.0,10,-0.1,negative
"Next we need a adapter to play ds/3ds games on switch <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""✅"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u2705.png"">",0,12,0.0,neutral
Should I buy this or wait until legends z-a,0,9,0.0,neutral
It looks like an indie.,1.0,5,0.2,positive
So was rowlet from sinnoh originally?,0,6,0.0,neutral
Who else can't wait to jump off a mountain,0,9,0.0,neutral
Breath of the Wild + Pokemon? Sign me and the rest of the world up.,0,15,0.0,neutral
"So, how long before everyone get's pissy because there won't be a national dex in this one and will most likely not be able to perform things like breeding and keeping more than 10 pokemon since a pc won't exist to hold all the pokemon?",1.0,44,0.022727272727272728,positive
ok but why those starters,0,5,0.0,neutral
Is this mobile or nintendo switch?,-1.0,6,-0.16666666666666666,negative
"The Pokémon that are on standby while their friend is getting caught should jump startled or do a move to evade or attack. SOMETHING, don’t have them chew grass.",0,29,0.0,neutral
"𝓦𝓸𝔀......<span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😃"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f603.png"">",0,1,0.0,neutral
So it's very open world huh,0,6,0.0,neutral
I used to think this was peak. Played Legends of Zelda BOTW and TOTK and this looks like a 2 dollars budget game now.,2.0,24,0.08333333333333333,positive
OPEN WORLD POKEMON GAME,0,4,0.0,neutral
Why they even couldn't make high graphic Pokemon games......this one's actually high end mobile quality we want at least ps4 quality,-1.0,21,-0.047619047619047616,negative
Can't understand... Devs know switch limitations and every game they launch with fps drops.,0,14,0.0,neutral
Why does the gameplay look like it's lagging,0.0,8,0.0,neutral
Pokemon Directed by Akira Kurosawa Lite,0,6,0.0,neutral
Pra qual plataforma???,0,3,0.0,neutral
Okay but why does it look like it's from 2007,1.0,10,0.1,positive
Absolutely bare minimum. Jesus....,0,4,0.0,neutral
yo why the music so depressing,0,6,0.0,neutral
How is the literal biggest game franchise in the world being outclassed by so many indie devs these days???,0,19,0.0,neutral
So this is how humans began making animals fight against each other imprisoned  them in a dark void for most of the time seems sad,0,25,0.0,neutral
What date is this coming out?,0,6,0.0,neutral
looks like a jojo game ngl,1.0,6,0.16666666666666666,positive
Bidoof in hd,0,3,0.0,neutral
Gameplay and animations looks janky and the framerate looks unstable. Need to sort that out before release.,-1.0,17,-0.058823529411764705,negative
ARKOOS,0,1,0.0,neutral
"In the future, everything will be a Breath of the Wild clone",-1.0,12,-0.08333333333333333,negative
Even though pokemon is still popular today it obviously isn’t as popular as when it was new during my childhood(it’s a fad that has lasted longer than other fads)these are facts.,0,31,0.0,neutral
Jesus this even sounds like a botw game,1.0,8,0.125,positive
Nintendo needs to put a custom AMD chip in the Switch and make games that don't look like they were released in 2005.,1.0,23,0.043478260869565216,positive
Basically legends of Zelda game lol,0,6,0.0,neutral
Watching in 2025 am I the only one not getting sound???,0,10,0.0,neutral
15 fps meta,0,3,0.0,neutral
Will there ever be a pokemon game thatll come to pc :&lt;,0,12,0.0,neutral
The Legend of Pokémon: Breath of the Wild Pikachu,0,9,0.0,neutral
I’m getting breath of the wild vibes,0,7,0.0,neutral
ITS THE GUY FROM FORTNITE,0,5,0.0,neutral
"The only thing that doesn't sit straight with me is that Sinnoh is supposed to be Italy, so why the hell would they have a feudal japan history, game look great tho",1.0,32,0.03125,positive
Doesn't the graphics remind u of Zelda,0,7,0.0,neutral
Looks like a mod for breath of the wild  which is about to crash,1.0,14,0.07142857142857142,positive
wait. are they actually listening?,0,5,0.0,neutral
we need a genshin impact x pokemon X3 &lt;3 it'd be the best game for pokemon lovers,1.0,17,0.058823529411764705,positive
Love pokemon but game looks a little rough...,0.0,8,0.0,neutral
world looks empty as duck,-1.0,5,-0.2,negative
Its a great starting point for a open world Pokémon game but they definitely should improve their graphics,1.0,18,0.05555555555555555,positive
Does this game have battles like sword and shield or no?,0.0,11,0.0,neutral
Do you guys think it’ll have multiplayer?,0,7,0.0,neutral
What shitty framerate,0,3,0.0,neutral
Is the Master Sword still in the game though?,0,9,0.0,neutral
Nintendo be developing these Pokémon games like they ain't got money or ambition. I'll take it but damn.,0.0,18,0.0,neutral
The sound quality and voice acting are so bad and the game looks so empty,-2.0,15,-0.13333333333333333,negative
Ohh excited to see it on release hope this gets the proper attention it deserves and the fact it's like way in past? Props to Gamefreak for trying something new for once.,1.0,32,0.03125,positive
... But why does Colosseum look better than this even after 15+ years?,0,13,0.0,neutral
This is like genshin impact,1.0,5,0.2,positive
me,0,1,0.0,neutral
This is gonna have gameplay as deep as a puddle.,-1.0,10,-0.1,negative
Pokémon never disappoints,0,3,0.0,neutral
Bangke kirain android,0,3,0.0,neutral
Pokemon breath of the wild,0,5,0.0,neutral
Frames are dying rn,0,4,0.0,neutral
Looks like hot garbage tbh,0.0,5,0.0,neutral
"Damn, my power point animations look smoother than this game",0,10,0.0,neutral
"how the actual F are battles gonna work? it all looks like it's real-time, imagine needing to select [Fight] -&gt; [scroll to the skill you wanna use] -&gt; [use it] all in a second before a friggin' charizard uses flamethrower on your poor turtwig.",1.0,44,0.022727272727272728,positive
will this have a mobile version?,-1.0,6,-0.16666666666666666,negative
genshin impact graphics is better than this lol,0,8,0.0,neutral
На PC - Немедленно!,0,4,0.0,neutral
2021 and Gamefreak is still making games with Wii grade graphics,0,11,0.0,neutral
So we need a Pokemon type Monster Hunter or Monster Rancher..lol but either way yeah Pokemon Monster Hunter and just bring back Rancher goddamn,0,24,0.0,neutral
Very excited for this game the colors and detail look fantastic.,1.0,11,0.09090909090909091,positive
DokeV &gt; Pokémon,0,3,0.0,neutral
Rushed,0,1,0.0,neutral
Bomat,0,1,0.0,neutral
can you battle other trainers??,0,5,0.0,neutral
Is this a Pokemon game? Is this a Samurai game? Who can tell?,0,13,0.0,neutral
Game freak continues to disappoint,-1.0,5,-0.2,negative
The clothes are the clothes that Japanese people used to wear.,0,11,0.0,neutral
110% sure this is not gonna get released until 2023,0,9,0.0,neutral
At least make the scenario match the pokemon...,0,8,0.0,neutral
What platfom this game ? Pc? Ps5?,0,7,0.0,neutral
"I'm hoping it's my Internet and not the game, half of this looked like a slide show rather than a smooth well developed game",1.0,23,0.043478260869565216,positive
They can't complain about a national dex if most of the pokemon didn't exist yet lol,0,16,0.0,neutral
Breath of the wild but pokemon,0,6,0.0,neutral
Imagine if they flop this lmao,0,6,0.0,neutral
This is an official trailer? This looks like a beta leak...,1.0,11,0.09090909090909091,positive
Bidoof,0,1,0.0,neutral
Zelda looks different,0,3,0.0,neutral
How the frick will a nuzlock work,0,7,0.0,neutral
but that all changed when arceus destroyed his own making,0,10,0.0,neutral
Arin is right,0,3,0.0,neutral
What a huge let down,0,5,0.0,neutral
Yeah... DokeV though.,0,3,0.0,neutral
GTA 5 Mod,0,3,0.0,neutral
It lack color thats all,0,5,0.0,neutral
"isnt it incredible? how this pokemon thing started out and still going, and if you think about it, this is basically animal cruelty fighting each other just without the blood and gore lol",1.0,33,0.030303030303030304,positive
What is this voice,0,4,0.0,neutral
It looks a botw mod,0,5,0.0,neutral
‘Sees Cyndaquil after he was absent in Sword and Shield.’“SHUT UP AND TAKE MY MONEY!!!”,0,15,0.0,neutral
Empty,-1.0,1,-1.0,negative
wow 5fps in a trailer,0,5,0.0,neutral
The graphics HAHAHAHHAHAHHAHHAHAHAHAHAHA,0,3,0.0,neutral
Why are this 3 diferent starters her efere zell of my body says no but my hard says yes,0.0,19,0.0,neutral
what game console is this game for?,0,7,0.0,neutral
So u can’t battle them? :(,0,6,0.0,neutral
Wht tf is the song so depressing,0,7,0.0,neutral
After watching the E3 trailer for Zelda BotW 2 makes this look dull and uninteresting,0,15,0.0,neutral
The direction and idea is there... But the execution is horrible. Its lagging on the trailer even when there's no interaction between character and pokemon. How can every other game on the same console have much better animations than every pokemon game ? It confuses me so much,-2.0,48,-0.041666666666666664,negative
Oh so Pokémon breath of the wild lol,0,8,0.0,neutral
pokemon breath of the wild,0,5,0.0,neutral
"ps2 graphics, nice",1.0,3,0.3333333333333333,positive
Bring this to console plsss,0,5,0.0,neutral
"The game looks odd, also very empty.",-1.0,7,-0.14285714285714285,negative
30 fps,0,2,0.0,neutral
"So it's Breath of the wild with different sprites, basically?",0,10,0.0,neutral
hopes:- you can interact with the pokemon in the wild in alot of ways.- wild pokemon battles get made more interesting with random buffs.- no real borders besides difficulty(if possible)- tons of secrets like in botw- quality over quantity,0.0,39,0.0,neutral
"wait? the starters will be rowlet, oshwat and cindaquil?",0,9,0.0,neutral
How could there be pokeballs in ancient times??,0,8,0.0,neutral
Collabing with Genshin Impact would a great idea,1.0,8,0.125,positive
2 FPS...,0,2,0.0,neutral
One of the best music I've heard in Pokémon. Hope they make a separate release of the trailer music.,1.0,19,0.05263157894736842,positive
"<span class="""" dir=""auto"" style=""font-weight: 500;"">2055 Getting A Virtual - Reality game that just like Overgeared(Manhwa)",1.0,11,0.09090909090909091,positive
SHUT UP AND TAKE MY  MOM'S MONEY,0,7,0.0,neutral
Please tell me they delayed this game for 21 years. Lmao,0,11,0.0,neutral
"Rayquaza ngayon ko lang narealize pokemon ba ako? Sayang gusto ko sana magcontribute ng RAY na pokemon nagrepresent sa light ng araw kapag kinakalaban mo magevolve ung pokemon na kalaban mo then kapag pinakita na sakaniya ung ultimate moves mo babalik sa dati stage ng evolve tapos si ray na pokemon babalik sa space light ray hinahnap kasi ni pokemon ang moon sun earth ang di niya nakita ateroids from earth which is stars from dark sky of earth ang itsura niya isa siyang light legendary and mythical fairy pokemon knight has halo white glowing has shield and sword has wings his armour when attack like tony stark face shield reopen and close his attack glow on what they called ""enlightenment halo attack"" turns opponent evolve and ray turns into shield of glaring light wings in a defensive mode until not attack the attacking opponent makes his ultimate attack and back into ordinary starter evolve pokemon when this happen ray back into space and halo gaves portal on space on light",1.0,170,0.0058823529411764705,positive
"Apple Arcade <span class=""ytAttributedStringInlineBlockMod"" style=""margin-left: 2px; margin-right: 2px;""><img alt=""😭"" class=""ytCoreImageHost ytAttributedStringImageElement ytAttributedStringImageAlignmentVerticalCenter ytCoreImageContentModeScaleToFill ytCoreImageLoaded"" style=""height: 16px; width: 16px;"" src=""./arceus_files/emoji_u1f62d.png"">",0,3,0.0,neutral
This looks a lot like Zelda,1.0,6,0.16666666666666666,positive
